Date/Time,07_03_19,11:24,
Operator,Felix Weihs,,
Consignment Number,,,
Sample Type,Other,,
Protocol,Sample,,
Temperature,28.0,,
Results,,,
Time,Green,Blue,Ratio
223.50,7032.00,10140.00, 0.69
224.00,7254.00,10172.00, 0.71
224.50,7035.00,10295.00, 0.68
225.00,7189.00,10498.00, 0.68
225.50,7351.00,10538.00, 0.70
226.00,7650.00,10493.00, 0.73
226.50,7498.00,10686.00, 0.70
227.00,7538.00,10795.00, 0.70
227.50,7563.00,10900.00, 0.69
228.00,7674.00,11107.00, 0.69
228.50,7593.00,11117.00, 0.68
229.00,7902.00,11317.00, 0.70
229.50,7898.00,11207.00, 0.70
230.00,7931.00,11209.00, 0.71
230.50,8003.00,11562.00, 0.69
231.00,7933.00,11681.00, 0.68
231.50,8108.00,11668.00, 0.69
232.00,8066.00,11588.00, 0.70
232.50,8241.00,11807.00, 0.70
233.00,8299.00,11883.00, 0.70
233.50,8409.00,12039.00, 0.70
234.00,8415.00,12070.00, 0.70
234.50,8578.00,11956.00, 0.72
235.00,8648.00,12282.00, 0.70
235.50,8575.00,12328.00, 0.70
236.00,8651.00,12427.00, 0.70
236.50,8961.00,12543.00, 0.71
237.00,8726.00,12547.00, 0.70
237.50,8890.00,12502.00, 0.71
238.00,8964.00,12958.00, 0.69
238.50,9085.00,12555.00, 0.72
239.00,8998.00,12580.00, 0.72
239.50,9047.00,12879.00, 0.70
240.00,9091.00,13039.00, 0.70
240.50,9341.00,12935.00, 0.72
241.00,9330.00,13075.00, 0.71
241.50,9170.00,13206.00, 0.69
242.00,9275.00,13379.00, 0.69
242.50,9517.00,13656.00, 0.70
243.00,9402.00,13483.00, 0.70
243.50,9313.00,13414.00, 0.69
244.00,9501.00,13546.00, 0.70
244.50,9478.00,13533.00, 0.70
245.00,9630.00,13782.00, 0.70
245.50,9616.00,13827.00, 0.70
246.00,9722.00,13838.00, 0.70
246.50,9664.00,13901.00, 0.70
247.00,9723.00,13853.00, 0.70
247.50,9781.00,13843.00, 0.71
248.00,9870.00,14001.00, 0.70
248.50,9828.00,14004.00, 0.70
249.00,9823.00,14074.00, 0.70
249.50,9775.00,14120.00, 0.69
250.00,9961.00,14123.00, 0.71
250.50,9901.00,14296.00, 0.69
251.00,10105.00,14180.00, 0.71
251.50,10161.00,14441.00, 0.70
252.00,10050.00,14114.00, 0.71
252.50,10258.00,14293.00, 0.72
253.00,10099.00,14572.00, 0.69
253.50,10184.00,14633.00, 0.70
254.00,10177.00,14448.00, 0.70
254.50,10182.00,14522.00, 0.70
255.00,10108.00,14669.00, 0.69
255.50,10195.00,14848.00, 0.69
256.00,10290.00,14686.00, 0.70
256.50,10227.00,14659.00, 0.70
257.00,10497.00,14608.00, 0.72
257.50,10352.00,14800.00, 0.70
258.00,10458.00,14740.00, 0.71
258.50,10363.00,15006.00, 0.69
259.00,10484.00,14831.00, 0.71
259.50,10386.00,14870.00, 0.70
260.00,10381.00,15067.00, 0.69
260.50,10407.00,15030.00, 0.69
261.00,10669.00,14923.00, 0.71
261.50,10712.00,15300.00, 0.70
262.00,10563.00,15116.00, 0.70
262.50,10638.00,15126.00, 0.70
263.00,10675.00,15085.00, 0.71
263.50,10608.00,15131.00, 0.70
264.00,10668.00,15118.00, 0.71
